source,period,Label,count,total_count
38801,2014-02-26,-1,11,11
38801,2014-07-12,-1,11,11
38801,2016-12-06,-1,11,11
38801,2015-01-26,-1,11,11
38801,2015-03-18,-1,11,11
38801,2015-02-26,-1,11,11
38801,2015-03-10,-1,11,11
38801,2014-02-04,-1,11,11
38801,2014-10-23,-1,11,11
38801,2014-11-13,-1,11,11
38801,2014-12-08,-1,11,11
36078,2016-11-16,-1,11,11
38801,2014-10-27,-1,11,11
38801,2017-01-24,-1,11,11
36078,2017-04-25,-1,11,11
38801,2014-11-10,-1,11,11
38801,2017-04-13,-1,11,11
38801,2014-08-25,-1,11,11
38801,2014-09-10,-1,11,11
38801,2014-10-17,-1,11,11
38801,2016-01-21,-1,11,11
38801,2015-12-30,-1,11,11
38801,2016-01-07,-1,11,11
38801,2015-07-22,-1,11,11
38801,2016-08-18,-1,11,11
38801,2015-07-26,-1,11,11
38801,2014-04-17,-1,11,11
38801,2014-04-21,-1,11,11
38801,2017-04-17,-1,11,11
38801,2016-07-05,-1,11,11
38801,2015-06-09,-1,11,11
38801,2014-04-22,-1,11,11
38801,2015-07-04,-1,11,11
38801,2015-01-23,-1,11,11
38801,2014-08-13,-1,11,11
38801,2015-05-25,-1,11,11
36078,2016-12-21,-1,11,11
38801,2015-08-27,-1,11,11
38801,2017-03-25,-1,11,11
38801,2014-01-15,-1,11,11
38801,2015-09-30,-1,11,11
38801,2014-12-02,-1,11,11
38801,2015-08-20,-1,11,11
38801,2017-03-28,-1,11,11
38474,2015-12-12,-1,11,11
38801,2014-07-24,-1,11,11
38801,2015-01-17,-1,11,11
38474,2015-12-09,-1,11,11
38801,2015-10-21,-1,10,10
36078,2017-01-18,-1,10,10
38801,2014-07-01,-1,10,10
38801,2016-02-29,-1,10,10
38801,2017-03-30,-1,10,10
38801,2017-04-02,-1,10,10
38801,2017-02-28,-1,10,10
38801,2017-03-01,-1,10,10
38801,2015-01-30,-1,10,10
36078,2016-10-18,-1,10,10
36078,2017-03-05,-1,10,10
49134,2015-04-21,-1,10,10
38801,2015-12-22,-1,10,10
38801,2015-12-15,-1,10,10
38801,2017-02-26,-1,10,10
36078,2017-03-01,-1,10,10
38801,2014-01-08,-1,10,10
38801,2014-09-25,-1,10,10
36078,2016-08-12,-1,10,10
36078,2017-01-12,-1,10,10
38801,2015-11-18,-1,10,10
38801,2015-03-05,-1,10,10
38801,2015-02-25,-1,10,10
38801,2015-01-27,-1,10,10
36078,2017-03-30,-1,10,10
38801,2015-02-15,-1,10,10
38801,2016-05-31,-1,10,10
38801,2015-11-03,-1,10,10
38801,2014-07-11,-1,10,10
38801,2016-05-30,-1,10,10
38801,2015-12-08,-1,10,10
38801,2014-07-10,-1,10,10
38801,2014-06-18,-1,10,10
38801,2015-01-25,-1,10,10
38801,2015-02-22,-1,10,10
38801,2014-05-31,-1,10,10
38801,2015-04-18,-1,10,10
38801,2014-06-13,-1,10,10
38801,2014-03-08,-1,10,10
38801,2014-03-15,-1,10,10
38801,2015-10-30,-1,10,10
38801,2015-10-10,-1,10,10
38801,2014-06-17,-1,10,10
38801,2014-12-29,-1,10,10
38801,2014-12-31,-1,10,10
38801,2015-03-01,-1,10,10
38801,2015-04-11,-1,10,10
38801,2015-03-15,-1,10,10
36078,2017-04-10,-1,10,10
38801,2014-04-27,-1,10,10
38801,2014-11-19,-1,10,10
38801,2016-09-30,-1,10,10
38801,2015-05-11,-1,10,10
38801,2014-03-24,-1,10,10
38801,2015-09-08,-1,10,10
38801,2015-08-26,-1,10,10
38801,2015-09-14,-1,10,10
38801,2015-01-01,-1,10,10
38801,2017-03-14,-1,10,10
38801,2017-03-23,-1,10,10
38474,2015-12-17,-1,10,10
38801,2014-05-19,-1,10,10
38801,2015-06-07,-1,10,10
38801,2014-12-05,-1,10,10
38801,2014-08-10,-1,10,10
38801,2014-08-07,-1,10,10
38801,2017-04-20,-1,10,10
38801,2015-05-16,-1,10,10
38801,2015-06-04,-1,10,10
38801,2014-12-12,-1,10,10
38801,2014-11-22,-1,10,10
38801,2015-08-22,-1,10,10
38801,2015-08-13,-1,10,10
38801,2015-09-20,-1,10,10
36078,2016-03-26,-1,10,10
38801,2014-04-26,-1,10,10
38801,2014-04-04,-1,10,10
38801,2015-06-29,-1,10,10
38801,2015-05-31,-1,10,10
36078,2016-12-28,-1,10,10
38801,2015-07-13,-1,10,10
38801,2015-07-20,-1,10,10
38801,2015-08-03,-1,10,10
38801,2014-04-06,-1,10,10
38801,2015-07-16,-1,10,10
38801,2016-09-05,-1,10,10
38801,2015-08-12,-1,10,10
36078,2017-02-20,-1,10,10
38801,2015-08-06,-1,10,10
38801,2015-08-04,-1,10,10
38801,2015-07-08,-1,10,10
38801,2014-04-19,-1,10,10
38801,2015-11-09,-1,10,10
38801,2015-12-09,-1,10,10
38801,2015-12-25,-1,10,10
38801,2014-09-23,-1,10,10
38801,2014-01-21,-1,10,10
38801,2014-02-14,-1,10,10
38801,2015-12-11,-1,10,10
36078,2017-04-23,-1,9,9
38801,2014-10-14,-1,9,9
38801,2014-01-25,-1,9,9
38801,2016-04-20,-1,9,9
38801,2016-04-18,-1,9,9
38801,2016-02-04,-1,9,9
36078,2016-10-04,-1,9,9
36078,2016-11-14,-1,9,9
38801,2016-01-03,-1,9,9
38801,2015-11-10,-1,9,9
36078,2016-06-19,-1,9,9
36078,2016-07-05,-1,9,9
38801,2014-02-20,-1,9,9
38801,2014-01-22,-1,9,9
38801,2014-09-22,-1,9,9
38801,2014-02-24,-1,9,9
38801,2015-07-28,-1,9,9
38801,2015-07-29,-1,9,9
38801,2015-09-03,-1,9,9
38801,2016-08-17,-1,9,9
23338,2015-08-12,-1,9,9
38801,2016-07-31,-1,9,9
38801,2015-07-17,-1,9,9
36078,2016-03-11,-1,9,9
38801,2015-07-12,-1,9,9
38801,2014-04-09,-1,9,9
38801,2014-03-12,-1,9,9
38801,2015-08-08,-1,9,9
38801,2016-08-19,-1,9,9
38801,2015-07-21,-1,9,9
36078,2017-02-19,-1,9,9
38801,2014-11-15,-1,9,9
38801,2014-08-18,-1,9,9
38801,2015-06-22,-1,9,9
38801,2014-05-10,-1,9,9
36078,2016-12-14,-1,9,9
38801,2014-03-29,-1,9,9
38801,2014-03-30,-1,9,9
38801,2014-04-13,-1,9,9
38801,2015-06-08,-1,9,9
38801,2015-06-13,-1,9,9
38801,2015-06-16,-1,9,9
38801,2016-10-06,-1,9,9
38801,2015-06-02,-1,9,9
38801,2014-08-19,-1,9,9
38801,2014-07-19,-1,9,9
30114,2014-08-14,-1,9,9
38801,2014-11-29,-1,9,9
38801,2014-10-20,-1,9,9
38801,2014-08-05,-1,9,9
38801,2014-08-11,-1,9,9
38801,2014-11-06,-1,9,9
38801,2014-11-07,-1,9,9
38801,2015-06-06,-1,9,9
38474,2015-12-13,-1,9,9
38801,2015-05-03,-1,9,9
38801,2014-05-21,-1,9,9
21946,2015-09-12,-1,9,9
38801,2016-09-25,-1,9,9
38801,2016-10-03,-1,9,9
38801,2015-05-22,-1,9,9
38801,2014-11-18,-1,9,9
38801,2014-03-19,-1,9,9
38801,2015-09-01,-1,9,9
38801,2015-09-28,-1,9,9
38801,2015-09-05,-1,9,9
38801,2015-05-27,-1,9,9
38801,2014-12-15,-1,9,9
38801,2014-12-16,-1,9,9
38801,2014-07-23,-1,9,9
38801,2014-08-01,-1,9,9
38474,2015-12-11,-1,9,9
38801,2015-01-02,-1,9,9
38801,2017-03-18,-1,9,9
38801,2014-06-26,-1,9,9
38801,2014-05-13,-1,9,9
59865,2016-07-15,-1,9,9
38801,2014-02-27,-1,9,9
38801,2014-01-12,-1,9,9
38801,2015-04-25,-1,9,9
59865,2015-01-26,-1,9,9
38801,2015-04-12,-1,9,9
38801,2015-04-13,-1,9,9
38801,2015-03-31,-1,9,9
38801,2016-10-25,-1,9,9
36078,2017-01-01,-1,9,9
38801,2014-07-02,-1,9,9
38801,2014-06-06,-1,9,9
38801,2014-06-14,-1,9,9
38801,2016-05-18,-1,9,9
38801,2016-06-22,-1,9,9
38801,2015-10-08,-1,9,9
38801,2014-02-28,-1,9,9
38801,2015-11-07,-1,9,9
38801,2015-11-12,-1,9,9
38801,2017-01-26,-1,9,9
38801,2015-03-06,-1,9,9
38801,2015-03-09,-1,9,9
38801,2017-01-09,-1,9,9
38801,2016-12-17,-1,9,9
38801,2015-02-27,-1,9,9
38801,2015-02-20,-1,9,9
38801,2014-07-27,-1,9,9
38801,2014-07-29,-1,9,9
38801,2015-11-29,-1,9,9
38801,2015-12-21,-1,9,9
38801,2014-10-04,-1,9,9
38801,2014-09-02,-1,9,9
38801,2016-02-22,-1,9,9
38801,2014-02-02,-1,9,9
38801,2016-02-16,-1,9,9
20637,2014-02-03,-1,9,9
38801,2017-02-15,-1,9,9
38801,2014-11-09,-1,9,9
38801,2014-10-06,-1,9,9
38801,2014-10-08,-1,9,9
16262,2014-06-12,-1,9,9
38801,2017-02-24,-1,9,9
38801,2017-03-10,-1,9,9
38801,2016-01-14,-1,9,9
38801,2017-03-06,-1,9,9
38801,2017-04-08,-1,9,9
38801,2014-12-04,-1,9,9
38474,2015-11-18,-1,9,9
38801,2016-03-12,-1,9,9
38801,2014-01-07,-1,9,9
38801,2016-04-10,-1,9,9
44074,2015-08-10,-1,9,9
38801,2014-08-28,-1,9,9
38801,2014-09-04,-1,9,9
38801,2014-10-31,-1,9,9
38801,2014-11-01,-1,9,9
38801,2014-09-08,-1,9,9
37587,2014-01-12,-1,9,9
38801,2014-09-26,-1,8,8
38801,2014-01-20,-1,8,8
38801,2014-05-20,-1,8,8
38801,2014-06-24,-1,8,8
38801,2014-09-16,-1,8,8
38801,2014-08-24,-1,8,8
36078,2017-04-17,-1,8,8
38801,2015-09-16,-1,8,8
38801,2017-02-13,-1,8,8
38801,2014-09-24,-1,8,8
38801,2016-09-27,-1,8,8
38801,2016-10-10,-1,8,8
38474,2015-12-06,-1,8,8
38474,2015-12-07,-1,8,8
52743,2015-12-21,-1,8,8
38801,2015-01-07,-1,8,8
38801,2017-03-03,-1,8,8
29081,2015-04-17,-1,8,8
38801,2015-03-02,-1,8,8
36078,2016-03-28,-1,8,8
36078,2016-11-23,-1,8,8
38801,2014-03-06,-1,8,8
38801,2015-09-12,-1,8,8
10609,2016-07-11,-1,8,8
59865,2014-02-25,-1,8,8
54954,2016-06-17,-1,8,8
38801,2014-05-04,-1,8,8
38801,2014-06-07,-1,8,8
59865,2015-08-05,-1,8,8
59865,2015-07-11,-1,8,8
38801,2016-03-27,-1,8,8
38801,2016-03-30,-1,8,8
38801,2015-01-20,-1,8,8
38801,2016-09-04,-1,8,8
38801,2015-02-08,-1,8,8
65828,2017-02-16,-1,8,8
38801,2017-01-02,-1,8,8
3144,2017-04-22,-1,8,8
36078,2016-12-24,-1,8,8
38801,2015-08-07,-1,8,8
38801,2015-03-11,-1,8,8
38801,2016-04-03,-1,8,8
38801,2014-06-28,-1,8,8
38801,2015-05-15,-1,8,8
38801,2015-04-16,-1,8,8
59865,2015-06-09,-1,8,8
36078,2016-09-24,-1,8,8
38801,2016-06-28,-1,8,8
38801,2016-06-29,-1,8,8
38801,2016-06-03,-1,8,8
38474,2015-11-29,-1,8,8
38801,2016-07-16,-1,8,8
36078,2017-03-09,-1,8,8
38801,2014-03-14,-1,8,8
38801,2015-10-15,-1,8,8
38801,2016-03-02,-1,8,8
42770,2014-07-14,-1,8,8
38801,2017-04-21,-1,8,8
38801,2014-11-02,-1,8,8
38474,2015-12-01,-1,8,8
38474,2015-12-02,-1,8,8
38474,2015-11-16,-1,8,8
38801,2014-06-10,-1,8,8
38801,2014-06-11,-1,8,8
38801,2015-01-19,-1,8,8
36078,2017-03-28,-1,8,8
38801,2015-07-25,-1,8,8
38801,2015-07-09,-1,8,8
36078,2017-01-06,-1,8,8
36078,2016-12-11,-1,8,8
38801,2014-05-27,-1,8,8
38801,2014-04-14,-1,8,8
38801,2015-06-12,-1,8,8
38801,2015-06-15,-1,8,8
38801,2016-09-20,-1,8,8
36078,2017-01-03,-1,8,8
36078,2016-12-17,-1,8,8
38801,2015-10-31,-1,8,8
38474,2015-11-19,-1,8,8
38474,2015-11-20,-1,8,8
38474,2015-11-21,-1,8,8
38801,2014-11-21,-1,8,8
30114,2014-08-07,-1,8,8
59865,2014-06-25,-1,8,8
38801,2014-07-26,-1,8,8
38801,2014-01-11,-1,8,8
38801,2016-01-12,-1,8,8
38801,2014-05-24,-1,8,8
38801,2017-02-20,-1,8,8
59202,2016-01-03,-1,8,8
38801,2014-03-01,-1,8,8
36078,2016-06-08,-1,8,8
36078,2016-06-12,-1,8,8
38801,2014-03-13,-1,8,8
38801,2015-11-20,-1,8,8
38801,2017-04-18,-1,8,8
38801,2014-08-23,-1,8,8
38801,2014-11-24,-1,8,8
36078,2016-11-08,-1,8,8
38801,2014-01-03,-1,8,8
38801,2014-05-23,-1,8,8
38801,2015-04-02,-1,8,8
38801,2015-03-13,-1,8,8
38801,2015-04-07,-1,8,8
38801,2016-08-26,-1,8,8
38801,2016-08-28,-1,8,8
38801,2016-08-30,-1,8,8
38801,2016-01-08,-1,8,8
38801,2014-02-07,-1,8,8
22638,2015-10-23,-1,8,8
38801,2016-08-08,-1,8,8
38801,2015-10-07,-1,8,8
38801,2015-11-13,-1,8,8
36078,2016-06-16,-1,8,8
38801,2014-12-21,-1,8,8
36078,2017-04-12,-1,8,8
38801,2014-07-18,-1,8,8
36078,2017-04-13,-1,8,8
38801,2015-11-28,-1,8,8
38801,2015-12-01,-1,8,8
38801,2015-12-18,-1,8,8
38801,2016-01-26,-1,8,8
38801,2015-12-27,-1,8,8
38801,2016-12-05,-1,8,8
36078,2017-01-19,-1,8,8
36078,2017-02-25,-1,8,8
38801,2015-06-24,-1,8,8
38801,2014-05-22,-1,8,8
38801,2015-12-19,-1,8,8
11908,2015-07-21,-1,8,8
59865,2015-10-14,-1,8,8
38801,2015-08-02,-1,8,8
38801,2015-06-26,-1,8,8
38801,2014-04-23,-1,8,8
38801,2015-03-28,-1,8,8
38801,2015-03-23,-1,8,8
38801,2014-07-15,-1,8,8
38801,2014-02-17,-1,8,8
36078,2016-01-04,-1,8,8
38801,2016-08-11,-1,8,8
36078,2016-12-26,-1,8,8
20917,2014-06-26,-1,8,8
38801,2015-12-24,-1,8,8
38801,2016-05-27,-1,8,8
38801,2014-11-11,-1,8,8
38801,2017-04-16,-1,8,8
38801,2015-06-19,-1,8,8
36078,2017-01-30,-1,8,8
38801,2014-06-15,-1,8,8
38801,2014-02-15,-1,8,8
59865,2014-02-04,-1,8,8
38801,2016-03-10,-1,8,8
36078,2016-09-18,-1,8,8
36078,2016-10-28,-1,8,8
36078,2017-04-07,-1,8,8
38801,2014-03-18,-1,8,8
38801,2015-09-13,-1,8,8
63895,2015-06-15,-1,8,8
40038,2014-04-24,-1,8,8
38801,2014-10-12,-1,8,8
37235,2017-03-28,-1,8,8
5908,2015-02-20,-1,8,8
36078,2017-04-04,-1,8,8
36078,2017-04-08,-1,7,7
37235,2016-09-15,-1,7,7
38801,2014-10-13,-1,7,7
59865,2016-05-27,-1,7,7
38801,2016-07-07,-1,7,7
59865,2016-04-30,-1,7,7
57031,2015-11-24,-1,7,7
36078,2017-03-11,-1,7,7
14503,2017-04-16,-1,7,7
38801,2014-10-16,-1,7,7
38801,2016-03-08,-1,7,7
36078,2017-04-02,-1,7,7
36078,2017-01-17,-1,7,7
38801,2014-09-21,-1,7,7
36078,2016-08-18,-1,7,7
36078,2016-10-14,-1,7,7
38801,2016-04-11,-1,7,7
38801,2016-04-06,-1,7,7
36078,2016-10-10,-1,7,7
30899,2014-09-09,-1,7,7
38801,2017-04-25,-1,7,7
38801,2014-05-11,-1,7,7
46559,2016-10-11,-1,7,7
36078,2017-01-27,-1,7,7
38801,2015-07-14,-1,7,7
38801,2017-04-12,-1,7,7
38801,2016-05-23,-1,7,7
38801,2016-04-21,-1,7,7
38801,2016-01-18,-1,7,7
38801,2015-12-31,-1,7,7
36078,2016-11-22,-1,7,7
36078,2017-01-25,-1,7,7
38801,2016-08-09,-1,7,7
36078,2016-01-06,-1,7,7
36078,2016-07-24,-1,7,7
36078,2016-07-22,-1,7,7
38801,2014-01-29,-1,7,7
38801,2014-01-28,-1,7,7
38801,2015-11-08,-1,7,7
38801,2014-07-13,-1,7,7
36078,2017-01-04,-1,7,7
38801,2015-03-25,-1,7,7
38801,2015-03-19,-1,7,7
38801,2015-02-12,-1,7,7
38801,2014-03-28,-1,7,7
59865,2015-08-27,-1,7,7
38801,2014-02-19,-1,7,7
36078,2016-09-30,-1,7,7
36078,2016-11-03,-1,7,7
36078,2017-01-20,-1,7,7
38801,2016-10-16,-1,7,7
38801,2014-08-06,-1,7,7
36078,2017-03-18,-1,7,7
38801,2016-01-25,-1,7,7
38801,2015-12-02,-1,7,7
38801,2014-11-23,-1,7,7
38801,2014-07-20,-1,7,7
38801,2014-08-22,-1,7,7
38801,2014-08-21,-1,7,7
38801,2014-08-20,-1,7,7
36078,2016-06-15,-1,7,7
59865,2015-11-19,-1,7,7
59865,2015-01-24,-1,7,7
59865,2014-12-01,-1,7,7
38801,2015-03-12,-1,7,7
36078,2016-05-11,-1,7,7
59865,2015-12-07,-1,7,7
38801,2016-08-01,-1,7,7
38801,2016-07-28,-1,7,7
38801,2016-07-25,-1,7,7
36078,2016-01-14,-1,7,7
36078,2017-02-05,-1,7,7
36078,2017-02-01,-1,7,7
38801,2016-12-12,-1,7,7
38801,2014-01-30,-1,7,7
38801,2016-01-10,-1,7,7
20917,2015-06-05,-1,7,7
36078,2015-12-15,-1,7,7
38801,2015-03-16,-1,7,7
38801,2015-04-05,-1,7,7
38801,2014-05-06,-1,7,7
38801,2015-11-06,-1,7,7
38801,2015-12-07,-1,7,7
38801,2015-07-15,-1,7,7
50323,2016-12-06,-1,7,7
38801,2014-04-07,-1,7,7
36078,2016-02-29,-1,7,7
38801,2015-03-04,-1,7,7
38801,2017-01-20,-1,7,7
46559,2016-05-28,-1,7,7
38801,2017-02-17,-1,7,7
38801,2015-10-20,-1,7,7
38801,2015-11-22,-1,7,7
38801,2015-11-19,-1,7,7
38801,2015-11-17,-1,7,7
38801,2015-11-15,-1,7,7
36078,2017-03-12,-1,7,7
36078,2017-01-11,-1,7,7
36078,2017-02-11,-1,7,7
38801,2014-03-11,-1,7,7
59865,2016-03-02,-1,7,7
38801,2014-12-17,-1,7,7
38801,2015-10-28,-1,7,7
38801,2017-03-29,-1,7,7
18869,2014-05-27,-1,7,7
38801,2016-08-16,-1,7,7
59865,2015-01-07,-1,7,7
59865,2015-12-30,-1,7,7
38801,2014-06-22,-1,7,7
59202,2015-11-20,-1,7,7
38801,2015-01-24,-1,7,7
38801,2015-02-24,-1,7,7
38801,2015-10-03,-1,7,7
38801,2016-06-17,-1,7,7
38801,2016-06-14,-1,7,7
38801,2014-01-13,-1,7,7
38801,2015-11-02,-1,7,7
38801,2016-10-31,-1,7,7
36078,2016-07-04,-1,7,7
36078,2016-08-23,-1,7,7
38801,2016-01-24,-1,7,7
38801,2014-10-26,-1,7,7
38801,2014-10-25,-1,7,7
38801,2014-08-08,-1,7,7
10609,2016-04-07,-1,7,7
38801,2014-08-04,-1,7,7
36078,2017-04-24,-1,7,7
38801,2016-01-15,-1,7,7
38801,2016-01-11,-1,7,7
36078,2016-08-16,-1,7,7
30114,2014-07-22,-1,7,7
38801,2017-02-09,-1,7,7
38474,2015-11-28,-1,7,7
38474,2015-11-22,-1,7,7
38801,2014-07-05,-1,7,7
59865,2016-07-28,-1,7,7
59865,2016-09-30,-1,7,7
36078,2017-02-16,-1,7,7
38801,2016-02-10,-1,7,7
36078,2017-02-08,-1,7,7
36078,2015-09-20,-1,7,7
59865,2015-07-30,-1,7,7
59865,2015-07-29,-1,7,7
38801,2015-06-10,-1,7,7
20917,2014-02-03,-1,7,7
38801,2016-12-02,-1,7,7
38801,2014-05-28,-1,7,7
36078,2016-12-10,-1,7,7
36078,2017-01-09,-1,7,7
36078,2016-11-27,-1,7,7
38801,2015-07-24,-1,7,7
38801,2015-07-23,-1,7,7
59865,2016-01-30,-1,7,7
36078,2017-02-27,-1,7,7
30114,2014-06-17,-1,7,7
38801,2015-01-03,-1,7,7
38801,2015-10-16,-1,7,7
38801,2014-10-21,-1,7,7
